"printing_id","short_id","canonical_id","set_code","collector_number","card_type","name_en","version_en","rules_text_en","flavor_text_en_reference","i18n_file_to_update","spanish_status"
"set3-027","Wq8","ci_Wq8","set3","27","action","Quick Patch","","Remove up to 3 damage from chosen location.","Good as new! Well, almost.","src/cards/003/actions/027-quick-patch.i18n.ts","translated"
"set3-028","chI","ci_chI","set3","28","action","The Bare Necessities","","Chosen opponent reveals their hand and discards a non-character card of your choice.","Forget about your worries and your strife....","src/cards/003/actions/028-the-bare-necessities.i18n.ts","translated"
"set3-029","fol","ci_fol","set3","29","item","Cleansing Rainwater","","ANCIENT POWER Banish this item — Remove up to 2 damage from each of your characters.","Rainwater lands as stone melts and dragons fly again.","src/cards/003/items/029-cleansing-rainwater.i18n.ts","translated"
"set3-030","cVL","ci_cVL","set3","30","item","Heart of Atlantis","","LIFE GIVER {E} — You pay 2 {I} less for the next character you play this turn.","It’s what's keeping you—all of Atlantis—alive! —Milo Thatch","src/cards/003/items/030-heart-of-atlantis.i18n.ts","translated"
"set3-031","vtL","ci_vtL","set3","31","item","Wildcat's Wrench","","REBUILD {E} — Remove up to 2 damage from chosen location.","The right tool makes all the difference.","src/cards/003/items/031-wildcats-wrench.i18n.ts","translated"
"set3-032","E8P","ci_E8P","set3","32","location","Never Land","Mermaid Lagoon","undefined","The mermaids told Peter they’d seen some items floating by several days earlier, but they were more concerned that one of their sisters had gone missing.","src/cards/003/locations/032-never-land-mermaid-lagoon.i18n.ts","translated"
"set3-033","se2","ci_udL","set3","33","location","Pride Lands","Pride Rock","WE ARE ALL CONNECTED Characters get +2 {W} while here.
LION HOME If you have a Prince or King character here, you pay 1 {I} less to play characters.","","src/cards/003/locations/033-pride-lands-pride-rock.i18n.ts","translated"
"set3-034","MoB","ci_MoB","set3","34","location","Tiana's Palace","Jazz Restaurant","NIGHT OUT Characters can't be challenged while here.","In New Orleans, dreams can come true.","src/cards/003/locations/034-tianas-palace-jazz-restaurant.i18n.ts","translated"
"set3-035","Vs7","ci_Vs7","set3","35","character","Alice","Tea Alchemist","CURIOUSER AND CURIOUSER {E} — Exert chosen opposing character and all other opposing characters with the same name.","With the right tea leaves and a little magic, she creates the perfect cup for any party guest.","src/cards/003/characters/035-alice-tea-alchemist.i18n.ts","translated"
"set3-036","gNW","ci_gNW","set3","36","character","Chernabog's Followers","Creatures of Evil","RESTLESS SOULS Whenever this character quests, you may banish them to draw a card.","Let chaos reign.","src/cards/003/characters/036-chernabogs-followers-creatures-of-evil.i18n.ts","translated"
"set3-037","6Jh","ci_6Jh","set3","37","character","Diablo","Faithful Pet","LOOKING FOR AURORA Whenever you play a character named Maleficent, you may look at the top card of your deck. Put it on either the top or the bottom of your deck.","With a little ink-enhanced magic, nothing escapes his sight.","src/cards/003/characters/037-diablo-faithful-pet.i18n.ts","translated"
"set3-038","0Ac","ci_pLA","set3","38","character","Genie","Supportive Friend","THREE WISHES Whenever this character quests, you may shuffle this card into your deck to draw 3 cards.","Right here, direct from the lamp, right here for your very much wish fulfillment.","src/cards/003/characters/038-genie-supportive-friend.i18n.ts","translated"
"set3-039","vgI","ci_vgI","set3","39","character","Hydros","Ice Titan","BLIZZARD {E} — Exert chosen character.","Freeze Zeus!","src/cards/003/characters/039-hydros-ice-titan.i18n.ts","translated"
"set3-040","lhS","ci_lhS","set3","40","character","Iago","Pretty Polly","Evasive","Your majesty certainly has a way with dumb animals. —Jafar","src/cards/003/characters/040-iago-pretty-polly.i18n.ts","translated"
"set3-041","ley","ci_oLk","set3","41","character","Jafar","Lamp Thief","I AM YOUR MASTER NOW When you play this character, look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.","I will rule as far as the eye can see.","src/cards/003/characters/041-jafar-lamp-thief.i18n.ts","translated"
"set3-042","4un","ci_7x1","set3","42","character","Jafar","Striking Illusionist","Shift 5
Evasive
POWER BEYOND MEASURE During your turn, while this character is exerted, whenever you draw a card, gain 1 lore.","","src/cards/003/characters/042-jafar-striking-illusionist.i18n.ts","translated"
"set3-043","tnp","ci_tnp","set3","43","character","Lena Sabrewing","Rebellious Teenager","Rush","Born from the shadows. Saved by friendship.","src/cards/003/characters/043-lena-sabrewing-rebellious-teenager.i18n.ts","translated"
"set3-044","hC1","ci_hC1","set3","44","character","Magic Broom","Dancing Duster","POWER CLEAN When you play this character, if you have a Sorcerer character in play, you may exert chosen opposing character. They can't ready at the start of their next turn.","Super-smooth tidiness.","src/cards/003/characters/044-magic-broom-dancing-duster.i18n.ts","translated"
"set3-045","sUV","ci_sUV","set3","45","character","Magic Broom","Swift Cleaner","Rush
CLEAN THIS, CLEAN THAT When you play this character, you may shuffle all Broom cards from your discard into your deck.","Super-speedy tidiness.","src/cards/003/characters/045-magic-broom-swift-cleaner.i18n.ts","translated"
"set3-046","W8m","ci_W8m","set3","46","character","Magic Broom","The Big Sweeper","CLEAN SWEEP While this character is at a location, it gets +2 {S}.","Super-sized tidiness.","src/cards/003/characters/046-magic-broom-the-big-sweeper.i18n.ts","translated"
"set3-047","oLg","ci_oLg","set3","47","character","Magic Carpet","Flying Rug","Evasive
FIND THE WAY {E} — Move a character of yours to a location for free.","Carpet and I can swoop in, grab the lore, and be back before anyone knows it!%—Aladdin","src/cards/003/characters/047-magic-carpet-flying-rug.i18n.ts","translated"
"set3-048","xwX","ci_xwX","set3","48","character","Magica De Spell","Ambitious Witch","undefined","Feed my power, Dark Eclipse. Free my form from the abyss. Dormant magic now unchain, the Shadow Queen be whole again!","src/cards/003/characters/048-magica-de-spell-ambitious-witch.i18n.ts","translated"
"set3-049","XJy","ci_XJy","set3","49","character","Magica De Spell","The Midas Touch","Shift 5
ALL MINE Whenever this character quests, gain lore equal to the cost of one of your items in play.","I can feel my powers growing the closer I get to Scrooge's precious dime!","src/cards/003/characters/049-magica-de-spell-the-midas-touch.i18n.ts","translated"
"set3-050","iq5","ci_iq5","set3","50","character","Magica De Spell","Thieving Sorceress","TELEKINESIS {E} — Return chosen item with cost equal to or less than this character's {S} to its player's hand.","Do you know what I call this? A good start!","src/cards/003/characters/050-magica-de-spell-thieving-sorceress.i18n.ts","translated"
"set3-051","rHc","ci_FwY","set3","51","character","Maleficent","Mistress of All Evil","DARK KNOWLEDGE Whenever this character quests, you may draw a card.
DIVINATION During your turn, whenever you draw a card, you may move 1 damage counter from chosen character to chosen opposing character.","","src/cards/003/characters/051-maleficent-mistress-of-all-evil.i18n.ts","translated"
"set3-052","MGp","ci_7n1","set3","52","character","Mama Odie","Voice of Wisdom","LISTEN TO YOUR MAMA NOW Whenever this character quests, you may move up to 2 damage counters from chosen character to chosen opposing character.","That’s the way to give it what it needs, Juju!","src/cards/003/characters/052-mama-odie-voice-of-wisdom.i18n.ts","translated"
"set3-053","rYO","ci_rYO","set3","53","character","Pua","Potbellied Buddy","ALWAYS THERE When this character is banished, you may shuffle this card into your deck.","Always ready to lend a hand... er, snout.","src/cards/003/characters/053-pua-potbellied-buddy.i18n.ts","translated"
"set3-054","YW7","ci_s33","set3","54","character","Rafiki","Mystical Fighter","Challenger +3
ANCIENT SKILLS Whenever he challenges a Hyena character, this character takes no damage from the challenge.","Mind the stick!","src/cards/003/characters/054-rafiki-mystical-fighter.i18n.ts","translated"
"set3-055","NxG","ci_NxG","set3","55","character","Stratos","Tornado Titan","Evasive
CYCLONE {E} — Gain lore equal to the number of Titan characters you have in play.","Blow Zeus away!","src/cards/003/characters/055-stratos-tornado-titan.i18n.ts","translated"
"set3-056","RNV","ci_RNV","set3","56","character","The Firebird","Force of Destruction","undefined","It rages through the forest, Wings spread wide with flame Spring sings its ancient chorus And green renews its claim","src/cards/003/characters/056-the-firebird-force-of-destruction.i18n.ts","translated"
"set3-057","F4E","ci_F4E","set3","57","character","The Queen","Hateful Rival","undefined","A cobweb’s strand to hold her fast An eagle’s eye to see her well Sands of time to steal her past Thus I cast my magic spell!","src/cards/003/characters/057-the-queen-hateful-rival.i18n.ts","translated"
"set3-058","gsz","ci_gsz","set3","58","character","Treasure Guardian","Protector of the Cave","WHO DISTURBS MY SLUMBER? This character can't challenge or quest unless it is at a location.","Only one may enter here.","src/cards/003/characters/058-treasure-guardian-protector-of-the-cave.i18n.ts","translated"
"set3-059","14O","ci_1J4","set3","59","character","Ursula","Sea Witch","YOU'RE TOO LATE Whenever this character quests, chosen opposing character can't ready at the start of their next turn.","The secret contract has already been written.","src/cards/003/characters/059-ursula-sea-witch.i18n.ts","translated"
"set3-060","3hQ","ci_3hQ","set3","60","action","Bestow a Gift","","Move 1 damage counter from chosen character to chosen opposing character.","From magic ink I call this gift. Fly my minion, thy wings be swift! —Maleficent","src/cards/003/actions/060-bestow-a-gift.i18n.ts","translated"
"set3-061","LAX","ci_LAX","set3","61","action","It Calls Me","","Draw a card. Then, choose up to 3 cards from chosen opponent's discard and shuffle them into their deck.","I am everything I’ve learned and more","src/cards/003/actions/061-it-calls-me.i18n.ts","translated"
"set3-062","vq2","ci_04M","set3","62","action","Last-Ditch Effort","","Exert chosen opposing character. Then chosen character of yours gains Challenger +2 this turn. (They get +2 {S} while challenging.)","I got your back.","src/cards/003/actions/062-last-ditch-effort.i18n.ts","translated"
"set3-063","rx8","ci_rx8","set3","63","action","The Boss is on a Roll","","Look at the top 5 cards of your deck. Put any number of them on the top or the bottom of your deck in any order. Gain 1 lore.","Go ahead! Make your choice!","src/cards/003/actions/063-the-boss-is-on-a-roll.i18n.ts","translated"
"set3-064","gxn","ci_gxn","set3","64","item","The Lamp","","GOOD OR EVIL Banish this item — If you have a character named Jafar in play, draw 2 cards. If you have a character named Genie in play, return chosen character with cost 4 or less to their player's hand.","","src/cards/003/items/064-the-lamp.i18n.ts","translated"
"set3-065","2fQ","ci_4Wb","set3","65","item","The Sorcerer's Hat","","INCREDIBLE ENERGY {E}, 1 {I} — Name a card, then reveal the top card of your deck. If it's the named card, put that card into your hand. Otherwise, put it on the top of your deck.","Minnie approached it cautiously. Whoever had placed it here might have prepared traps.","src/cards/003/items/065-the-sorcerers-hat.i18n.ts","translated"
"set3-066","189","ci_189","set3","66","location","Forbidden Mountain","Maleficent's Castle","undefined","An eerie quiet surrounds the castle—but beware of the dangerous occupant within.","src/cards/003/locations/066-forbidden-mountain-maleficents-castle.i18n.ts","translated"
"set3-067","2mb","ci_2mb","set3","67","location","The Queen's Castle","Mirror Chamber","USING THE MIRROR At the start of your turn, for each character you have here, you may draw a card.","Those who visit the mirror can choose their question—but not the answer.","src/cards/003/locations/067-the-queens-castle-mirror-chamber.i18n.ts","translated"
"set3-068","GJL","ci_GJL","set3","68","location","The Sorcerer's Tower","Wondrous Workspace","BROOM CLOSET Your characters named Magic Broom may move here for free.
MAGICAL POWER Characters get +1 {L} while here.","Everything you need to make some magic.","src/cards/003/locations/068-the-sorcerers-tower-wondrous-workspace.i18n.ts","translated"
"set3-069","3Fn","ci_3Fn","set3","69","character","Cubby","Mighty Lost Boy","THE BEAR Whenever this character moves to a location, he gets +3 {S} this turn.","With Peter holding off Hook, Cubby did what he does best: break stuff.","src/cards/003/characters/069-cubby-mighty-lost-boy.i18n.ts","translated"
"set3-070","c1H","ci_8Dp","set3","70","character","Cursed Merfolk","Ursula's Handiwork","POOR SOULS Whenever this character is challenged, each opponent chooses and discards a card.","Now it's happened once or twice, someone couldn't pay the price....%—Ursula","src/cards/003/characters/070-cursed-merfolk-ursulas-handiwork.i18n.ts","translated"
"set3-071","0La","ci_0La","set3","71","character","Don Karnage","Prince of Pirates","Evasive","You didn’t expect to find <me> here, did you? Well neither did I.","src/cards/003/characters/071-don-karnage-prince-of-pirates.i18n.ts","translated"
"set3-072","zgb","ci_zgb","set3","72","character","Flotsam","Riffraff","EERIE PAIR Your characters named Jetsam get +3 {S}.","Ursula needs lore to complete her plan....","src/cards/003/characters/072-flotsam-riffraff.i18n.ts","translated"
"set3-073","29m","ci_29m","set3","73","character","Friar Tuck","Priest of Nottingham","YOU THIEVING SCOUNDREL When you play this character, the player or players with the most cards in their hand chooses and discards a card.","Get outta my church! Out! Out! Out!","src/cards/003/characters/073-friar-tuck-priest-of-nottingham.i18n.ts","translated"
"set3-074","akr","ci_akr","set3","74","character","Helga Sinclair","Femme Fatale","Shift 3
THIS CHANGES EVERYTHING Whenever this character quests, you may deal 3 damage to chosen damaged character.","","src/cards/003/characters/074-helga-sinclair-femme-fatale.i18n.ts","translated"
"set3-075","1i7","ci_1i7","set3","75","character","Helga Sinclair","Vengeful Partner","NOTHING PERSONAL When this character is challenged and banished, banish the challenging character.","You said we were in this together!","src/cards/003/characters/075-helga-sinclair-vengeful-partner.i18n.ts","translated"
"set3-076","j0a","ci_j0a","set3","76","character","Jetsam","Riffraff","Ward
EERIE PAIR Your characters named Flotsam gain Ward.","There must be powerful lore here, very powerful.","src/cards/003/characters/076-jetsam-riffraff.i18n.ts","translated"
"set3-077","th7","ci_tgU","set3","77","character","Kit Cloudkicker","Tough Guy","SKYSURFING When you play this character, you may return chosen opposing character with 2 {S} or less to their player's hand.","It’s been fun, guys, but I got to be going. Yahoooo!","src/cards/003/characters/077-kit-cloudkicker-tough-guy.i18n.ts","translated"
"set3-078","1Ni","ci_1Ni","set3","78","character","Lyle Tiberius Rourke","Cunning Mercenary","WELL, NOW YOU KNOW When you play this character, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)
THANKS FOR VOLUNTEERING Whenever one of your other characters is banished, each opponent loses 1 lore.","","src/cards/003/characters/078-lyle-tiberius-rourke-cunning-mercenary.i18n.ts","translated"
"set3-079","NSM","ci_NSM","set3","79","character","Milo Thatch","Clever Cartographer","undefined","Believe me, studying gibberish really can take you places!","src/cards/003/characters/079-milo-thatch-clever-cartographer.i18n.ts","translated"
"set3-080","cXv","ci_cXv","set3","80","character","Milo Thatch","King of Atlantis","Shift 4
TAKE THEM BY SURPRISE When this character is banished, return all opposing characters to their players' hands.","You don’t know what you’re tampering with.","src/cards/003/characters/080-milo-thatch-king-of-atlantis.i18n.ts","translated"
"set3-081","f1i","ci_LwP","set3","81","character","Morph","Space Goo","MIMICRY You may play any character with Shift on this character as if this character had any name.","You jiggle-headed blob of mischief! —John Silver","src/cards/003/characters/081-morph-space-goo.i18n.ts","translated"
"set3-082","ous","ci_ous","set3","82","character","Peter Pan","Lost Boy Leader","I CAME TO LISTEN TO THE STORIES Once per turn, when this character moves to a location, gain lore equal to that location's {L}.","The Illumineers needed someone to find a missing spellbook, and Peter was the first to volunteer.","src/cards/003/characters/082-peter-pan-lost-boy-leader.i18n.ts","translated"
"set3-083","UGT","ci_UGT","set3","83","character","Prince John","Phony King","COLLECT TAXES Whenever this character quests, each opponent with more lore than you loses 2 lore.","Too late to be known as John the First, he's sure to be known as John the Worst! —Sheriff of Nottingham","src/cards/003/characters/083-prince-john-phony-king.i18n.ts","translated"
"set3-084","tod","ci_kTq","set3","84","character","Robin Hood","Daydreamer","undefined","Some days, it's nice to let the river do the running.","src/cards/003/characters/084-robin-hood-daydreamer.i18n.ts","translated"
"set3-085","BdK","ci_VGS","set3","85","character","Shenzi","Hyena Pack Leader","I'LL HANDLE THIS While this character is at a location, she gets +3 {S}.
WHAT'S THE HURRY? While this character is at a location, whenever she challenges another character, you may draw a card.","Why not stick around for dinner?","src/cards/003/characters/085-shenzi-hyena-pack-leader.i18n.ts","translated"
"set3-086","O7w","ci_O7w","set3","86","character","Sir Hiss","Aggravating Asp","Evasive","Prince John isn’t the only one collecting taxes!","src/cards/003/characters/086-sir-hiss-aggravating-asp.i18n.ts","translated"
"set3-087","Wyz","ci_Wyz","set3","87","character","Skippy","Energetic Rabbit","Ward","Even the bravest outlaw knows when to lie low.","src/cards/003/characters/087-skippy-energetic-rabbit.i18n.ts","translated"
"set3-088","j3Z","ci_j3Z","set3","88","character","Starkey","Devious Pirate","undefined","Point him in the right direction, and he'll do the rest.","src/cards/003/characters/088-starkey-devious-pirate.i18n.ts","translated"
"set3-089","uqB","ci_uqB","set3","89","character","Stitch","Covert Agent","Evasive
HIDE While this character is at a location, he gains Ward.","For such a flashy dresser, he sure is hard to spot.","src/cards/003/characters/089-stitch-covert-agent.i18n.ts","translated"
"set3-090","JSz","ci_Y9v","set3","90","character","Ursula","Deceiver","YOU'LL NEVER EVEN MISS IT When you play this character, chosen opponent reveals their hand and discards a song card of your choice.","Flotsam! Jetsam! Keep an eye out for scattered lore. Find me something special!","src/cards/003/characters/090-ursula-deceiver.i18n.ts","translated"
"set3-091","c16","ci_hfF","set3","91","character","Ursula","Deceiver of All","WHAT A DEAL Whenever this character sings a song, you may play that song again from your discard for free, then put it on the bottom of your deck.","I don't want much—just the most powerful lore!","src/cards/003/characters/091-ursula-deceiver-of-all.i18n.ts","translated"
"set3-092","m0B","ci_8Mj","set3","92","character","Wildcat","Mechanic","Evasive
DISASSEMBLE {E} — Banish chosen item.","I can take <anything> apart in under five minutes!","src/cards/003/characters/092-wildcat-mechanic.i18n.ts","translated"
"set3-093","13r","ci_13r","set3","93","character","Zazu","Steward of the Pride Lands","IT'S TIME TO GO! While this character is at a location, he gets +1 {L}.","I’d be lyin’ if I said I ran the place, but welcome to the Pride Lands all the same!","src/cards/003/characters/093-zazu-steward-of-the-pride-lands.i18n.ts","translated"
"set3-094","1gW","ci_1gW","set3","94","action","Has Set My Heaaaaaaart . . .","","(A character with cost 2 or more can {E} to play this song for free.)

Banish chosen item.","He’s not real smart And yet, he’s touched my little cowhide heart","src/cards/003/actions/094-has-set-my-heaaaaaaart.i18n.ts","translated"
"set3-095","iQ6","ci_iQ6","set3","95","action","I Will Find My Way","","Chosen character of yours gets +2 {S} this turn. They may move to a location for free.","I would go most anywhere To feel like I belong","src/cards/003/actions/095-i-will-find-my-way.i18n.ts","translated"
"set3-096","Uzr","ci_vCE","set3","96","action","Strike a Good Match","","Draw 2 cards, then choose and discard a card.","Please bring honor to us Please bring honor to us all","src/cards/003/actions/096-strike-a-good-match.i18n.ts","translated"
"set3-097","L6c","ci_L6c","set3","97","item","Airfoil","","I GOT TO BE GOING {E} — If you've played 2 or more actions this turn, draw a card.","Discovered in the lost Sea Duck, it looked good as new.","src/cards/003/items/097-airfoil.i18n.ts","translated"
"set3-098","Ezk","ci_Ezk","set3","98","item","Robin's Bow","","FOREST'S GIFT {E} — Deal 1 damage to chosen damaged character or location.
A BIT OF A LARK Whenever a character of yours named Robin Hood quests, you may ready this item.","The forest always provides just what you need. —Robin Hood","src/cards/003/items/098-robins-bow.i18n.ts","translated"
"set3-099","0Az","ci_0Az","set3","99","item","Starlight Vial","","EFFICIENT ENERGY {E} — You pay 2 {I} less for the next action you play this turn.
TRAP 2 {I}, Banish this item — Draw 2 cards, then choose and discard a card.","In the wrong hands, this vial of magic could be disastrous.","src/cards/003/items/099-starlight-vial.i18n.ts","translated"
"set3-100","3bo","ci_3bo","set3","100","location","De Vil Manor","Cruella's Estate","undefined","They say the ol’ place is haunted, or bewitched, or some such fiddle-faddle. —Colonel","src/cards/003/locations/100-de-vil-manor-cruellas-estate.i18n.ts","translated"
"set3-101","AJB","ci_AJB","set3","101","location","Fang","River City","SURROUNDED BY WATER Characters gain Ward and Evasive while here. (Opponents can't choose them except to challenge. Only characters with Evasive can challenge them.)","A nation protected by fierce assassins and their even fiercer cats.","src/cards/003/locations/101-fang-river-city.i18n.ts","translated"
"set3-102","wbE","ci_vRE","set3","102","location","Kuzco's Palace","Home of the Emperor","CITY WALLS Whenever a character is challenged and banished while here, banish the challenging character.","Sure it's a little small, but also it DOESN'T HAVE A POOL! —Kuzco","src/cards/003/locations/102-kuzcos-palace-home-of-the-emperor.i18n.ts","translated"
"set3-103","pA8","ci_6BB","set3","103","character","Ariel","Adventurous Collector","Evasive
INSPIRING VOICE Whenever you play a song, chosen character of yours gains Evasive until the start of your next turn.","Shipwrecks are great places to find lore—and hide from sharks!","src/cards/003/characters/103-ariel-adventurous-collector.i18n.ts","translated"
"set3-104","Wmg","ci_Wmg","set3","104","character","Billy Bones","Keeper of the Map","undefined","He's after me chest, that fiendish cyborg and his band of cutthroats.","src/cards/003/characters/104-billy-bones-keeper-of-the-map.i18n.ts","translated"
"set3-105","DqE","ci_6Vd","set3","105","character","Captain Hook","Master Swordsman","NEMESIS During your turn, whenever this character banishes another character in a challenge, ready this character. He can't quest for the rest of this turn.
MAN-TO-MAN Characters named Peter Pan lose Evasive and can't gain Evasive.","","src/cards/003/characters/105-captain-hook-master-swordsman.i18n.ts","translated"
"set3-106","EO7","ci_EO7","set3","106","character","Della Duck","Unstoppable Mom","Reckless","I survived the moon. How tough could the flooded Inklands be?","src/cards/003/characters/106-della-duck-unstoppable-mom.i18n.ts","translated"
"set3-107","93O","ci_93O","set3","107","character","HeiHei","Accidental Explorer","MINDLESS WANDERING Once per turn, when this character moves to a location, each opponent loses 1 lore.","Considering the coconut.","src/cards/003/characters/107-heihei-accidental-explorer.i18n.ts","translated"
"set3-108","dZ8","ci_dZ8","set3","108","character","Hydra","Deadly Serpent","WATCH THE TEETH Whenever this character is dealt damage, deal that much damage to chosen opposing character.","More heads are better than one.","src/cards/003/characters/108-hydra-deadly-serpent.i18n.ts","translated"
"set3-109","emY","ci_emY","set3","109","character","Jim Hawkins","Space Traveler","THIS IS IT! When you play this character, you may play a location with cost 4 or less for free.
TAKE THE HELM Whenever you play a location, this character may move there for free.","You’re gonna rattle the stars, you are. —John Silver","src/cards/003/characters/109-jim-hawkins-space-traveler.i18n.ts","translated"
"set3-110","n5A","ci_n5A","set3","110","character","Jim Hawkins","Thrill Seeker","undefined","If you want a bigger reward, you’ve got to take bigger risks.","src/cards/003/characters/110-jim-hawkins-thrill-seeker.i18n.ts","translated"
"set3-111","rbY","ci_rbY","set3","111","character","Kakamora","Menacing Sailor","PLUNDER When you play this character, each opponent loses 1 lore.","There’s a bunch more where he came from.","src/cards/003/characters/111-kakamora-menacing-sailor.i18n.ts","translated"
"set3-112","ktd","ci_ktd","set3","112","character","Madame Medusa","The Boss","THAT TERRIBLE WOMAN When you play this character, banish chosen opposing character with 3 {S} or less.","Finding lore will be as easy as taking candy from children.","src/cards/003/characters/112-madame-medusa-the-boss.i18n.ts","translated"
"set3-113","IYc","ci_IYc","set3","113","character","Maui","Soaring Demigod","Reckless
IN MA BELLY Whenever a character of yours named HeiHei quests, this character gets +1 {L} and loses Reckless this turn.","You got any more of those chickens hanging around?","src/cards/003/characters/113-maui-soaring-demigod.i18n.ts","translated"
"set3-114","hjF","ci_8fJ","set3","114","character","Maui","Whale","THIS MISSION IS CURSED This character can't ready at the start of your turn.
I GOT YOUR BACK 2 {I} — Ready this character. He can't quest for the rest of this turn.","Always ready to make a splash.","src/cards/003/characters/114-maui-whale.i18n.ts","translated"
"set3-115","tGe","ci_tGe","set3","115","character","Milo Thatch","Spirited Scholar","I'M YOUR MAN! While this character is at a location, he gets +2 {S}.","My grandpa never told me about <this> place!","src/cards/003/characters/115-milo-thatch-spirited-scholar.i18n.ts","translated"
"set3-116","xR2","ci_xR2","set3","116","character","Moana","Born Leader","Shift 3
WELCOME TO MY BOAT Whenever this character quests while at a location, ready all other characters here. They can't quest for the rest of this turn.","","src/cards/003/characters/116-moana-born-leader.i18n.ts","translated"
"set3-117","XuG","ci_HAc","set3","117","character","Moana","Undeterred Voyager","Evasive","No fire or storm will keep her from her goal.","src/cards/003/characters/117-moana-undeterred-voyager.i18n.ts","translated"
"set3-118","RJ7","ci_RJ7","set3","118","character","Nutsy","Vulture Henchman","undefined","Nutsy, button your beak. —Trigger","src/cards/003/characters/118-nutsy-vulture-henchman.i18n.ts","translated"
"set3-119","kk3","ci_kk3","set3","119","character","Peter Pan","Never Land Hero","Rush
OVER HERE, TINK While you have a character named Tinker Bell in play, this character gets +2 {S}.","With Peter, plans often meant diving headlong into danger.","src/cards/003/characters/119-peter-pan-never-land-hero.i18n.ts","translated"
"set3-120","3nS","ci_rxb","set3","120","character","Peter Pan","Pirate's Bane","Shift 4
Evasive
YOU'RE NEXT! Whenever he challenges a Pirate character, this character takes no damage from the challenge.","","src/cards/003/characters/120-peter-pan-pirates-bane.i18n.ts","translated"
"set3-121","03G","ci_03G","set3","121","character","Prince Eric","Expert Helmsman","SURPRISE MANEUVER When this character is banished, you may banish chosen character.","The storm came out of nowhere, forcing Eric to turn back before he reached the mysterious structure at the edge of Lorcana.","src/cards/003/characters/121-prince-eric-expert-helmsman.i18n.ts","translated"
"set3-122","2ti","ci_2ti","set3","122","character","Scroop","Backstabber","BRUTE While this character has damage, he gets +3 {S}.","Always keep him in front of you. And downwind, if possible.","src/cards/003/characters/122-scroop-backstabber.i18n.ts","translated"
"set3-123","K82","ci_WFz","set3","123","character","Simba","Scrappy Cub","undefined","He’ll join the hunt for lore after he’s had a quick snack.","src/cards/003/characters/123-simba-scrappy-cub.i18n.ts","translated"
"set3-124","pa7","ci_pa7","set3","124","character","Slightly","Lost Boy","THE FOX If you have a character named Peter Pan in play, you pay 1 {I} less to play this character.
Evasive","Pirates sure are easy to trick!","src/cards/003/characters/124-slightly-lost-boy.i18n.ts","translated"
"set3-125","1PU","ci_1PU","set3","125","character","Stitch","Little Rocket","Rush","Who thought giving him power armor was a good idea?! —Nani","src/cards/003/characters/125-stitch-little-rocket.i18n.ts","translated"
"set3-126","7rS","ci_7rS","set3","126","character","Trigger","Not-So-Sharp Shooter","OLD BETSY Your characters named Nutsy get +1 {L}.","Criminently, Trigger! Point that peashooter the other way. —Sheriff of Nottingham","src/cards/003/characters/126-trigger-not-so-sharp-shooter.i18n.ts","translated"
"set3-127","3kz","ci_3kz","set3","127","character","Webby Vanderquack","Enthusiastic Duck","undefined","Finding lore is a lot easier when you have a grappling hook!","src/cards/003/characters/127-webby-vanderquack-enthusiastic-duck.i18n.ts","translated"
"set3-128","lb1","ci_lb1","set3","128","action","Divebomb","","Banish one of your characters with Reckless to banish chosen character with less {S} than that character.","","src/cards/003/actions/128-divebomb.i18n.ts","translated"
"set3-129","aTe","ci_aTe","set3","129","action","I've Got a Dream","","Ready chosen character of yours at a location. They can't quest for the rest of this turn. Gain lore equal to that location's {L}.","Tor would like to quit and be a florist Gunther does interior design","src/cards/003/actions/129-ive-got-a-dream.i18n.ts","translated"
"set3-130","luq","ci_luq","set3","130","action","On Your Feet! Now!","","Ready all your characters and deal 1 damage to each of them. They can't quest for the rest of this turn.","Catch them! Before they get away!","src/cards/003/actions/130-on-your-feet-now.i18n.ts","translated"
"set3-131","Xj3","ci_Xj3","set3","131","action","Voyage","","Move up to 2 characters of yours to the same location for free.","We were voyagers! Why’d we stop? —Moana","src/cards/003/actions/131-voyage.i18n.ts","translated"
"set3-132","chG","ci_chG","set3","132","item","Maui's Fish Hook","","IT'S MAUI TIME! If you have a character named Maui in play, you may use this item's Shapeshift ability for free.
SHAPESHIFT {E}, 2 {I} — Choose one:
• Chosen character gains Evasive until the start of your next turn.
• Chosen character gets +3 {S} this turn.","","src/cards/003/items/132-mauis-fish-hook.i18n.ts","translated"
"set3-133","zQ8","ci_zQ8","set3","133","item","Sumerian Talisman","","SOURCE OF MAGIC During your turn, whenever one of your characters is banished in a challenge, you may draw a card.","Summoned spirit from the dark Show thyself before this arc. —Lena Sabrewing","src/cards/003/items/133-sumerian-talisman.i18n.ts","translated"
"set3-134","42F","ci_Ic5","set3","134","location","Agrabah","Marketplace","undefined","Welcome to Agrabah, city of mystery, of enchantment, and the finest merchandise this side of the river. —Merchant","src/cards/003/locations/134-agrabah-marketplace.i18n.ts","translated"
"set3-135","UV5","ci_UWn","set3","135","location","Jolly Roger","Hook's Ship","LOOK ALIVE, YOU SWABS! Characters gain Rush while here. (They can challenge the turn they're played.)
ALL HANDS ON DECK! Your Pirate characters may move here for free.","","src/cards/003/locations/135-jolly-roger-hooks-ship.i18n.ts","translated"
